,timestamp,sensor_id,sensor,measurement,sensor_type,value
678,2025-08-24T13:26:02.492,ESP32,DHT11,temperature-humidity,temperature,29
679,2025-08-24T13:26:02.492,ESP32,DHT11,temperature-humidity,humidity,16
680,2025-08-24T13:26:04.959,ESP32,DHT11,temperature-humidity,temperature,29
681,2025-08-24T13:26:04.959,ESP32,DHT11,temperature-humidity,humidity,16
682,2025-08-24T13:26:28.996,ESP32,DHT11,temperature-humidity,humidity,33
683,2025-08-24T13:26:28.996,ESP32,DHT11,temperature-humidity,temperature,29
684,2025-08-24T13:27:45.652,ESP32,DHT11,temperature-humidity,humidity,16
685,2025-08-24T13:27:45.652,ESP32,DHT11,temperature-humidity,temperature,29
686,2025-08-24T13:27:48.616,ESP32,DHT11,temperature-humidity,humidity,16
687,2025-08-24T13:27:48.616,ESP32,DHT11,temperature-humidity,temperature,29
688,2025-08-24T13:28:51.797,ESP32,DHT11,temperature-humidity,temperature,29
689,2025-08-24T13:28:51.797,ESP32,DHT11,temperature-humidity,humidity,16
690,2025-08-24T13:29:45.078,ESP32,DHT11,temperature-humidity,humidity,16
691,2025-08-24T13:29:45.078,ESP32,DHT11,temperature-humidity,temperature,29
692,2025-08-24T13:29:48.250,ESP32,DHT11,temperature-humidity,humidity,29
693,2025-08-24T13:29:48.250,ESP32,DHT11,temperature-humidity,temperature,28
694,2025-08-24T13:30:07.204,ESP32,DHT11,temperature-humidity,temperature,28
695,2025-08-24T13:30:07.204,ESP32,DHT11,temperature-humidity,humidity,17
696,2025-08-24T13:30:11.395,ESP32,DHT11,temperature-humidity,humidity,17
697,2025-08-24T13:30:11.395,ESP32,DHT11,temperature-humidity,temperature,28
698,2025-08-24T13:30:24.077,ESP32,DHT11,temperature-humidity,humidity,17
699,2025-08-24T13:30:24.077,ESP32,DHT11,temperature-humidity,temperature,28
700,2025-08-24T13:31:08.129,ESP32,DHT11,temperature-humidity,humidity,17
701,2025-08-24T13:31:08.129,ESP32,DHT11,temperature-humidity,temperature,28
702,2025-08-24T13:32:58.893,ESP32,DHT11,temperature-humidity,humidity,17
703,2025-08-24T13:32:58.893,ESP32,DHT11,temperature-humidity,temperature,28
704,2025-08-24T13:33:01.904,ESP32,DHT11,temperature-humidity,temperature,28
705,2025-08-24T13:33:01.904,ESP32,DHT11,temperature-humidity,humidity,19
706,2025-08-24T13:33:04.400,ESP32,DHT11,temperature-humidity,temperature,28
707,2025-08-24T13:33:04.400,ESP32,DHT11,temperature-humidity,humidity,17
708,2025-08-24T13:33:06.869,ESP32,DHT11,temperature-humidity,temperature,28
709,2025-08-24T13:33:06.869,ESP32,DHT11,temperature-humidity,humidity,17
710,2025-08-24T13:33:09.955,ESP32,DHT11,temperature-humidity,humidity,31
711,2025-08-24T13:33:09.955,ESP32,DHT11,temperature-humidity,temperature,28
712,2025-08-24T13:33:13.056,ESP32,DHT11,temperature-humidity,humidity,17
713,2025-08-24T13:33:13.056,ESP32,DHT11,temperature-humidity,temperature,28
714,2025-08-24T13:33:30.772,ESP32,DHT11,temperature-humidity,humidity,17
715,2025-08-24T13:33:30.772,ESP32,DHT11,temperature-humidity,temperature,28
716,2025-08-24T13:34:01.193,ESP32,DHT11,temperature-humidity,humidity,17
717,2025-08-24T13:34:01.193,ESP32,DHT11,temperature-humidity,temperature,28
718,2025-08-24T13:34:27.817,ESP32,DHT11,temperature-humidity,temperature,28
719,2025-08-24T13:34:27.817,ESP32,DHT11,temperature-humidity,humidity,17
720,2025-08-24T13:34:32.050,ESP32,DHT11,temperature-humidity,temperature,28
721,2025-08-24T13:34:32.050,ESP32,DHT11,temperature-humidity,humidity,17
722,2025-08-24T13:34:38.709,ESP32,DHT11,temperature-humidity,humidity,17
723,2025-08-24T13:34:38.709,ESP32,DHT11,temperature-humidity,temperature,28
724,2025-08-24T13:34:41.839,ESP32,DHT11,temperature-humidity,humidity,17
725,2025-08-24T13:34:41.839,ESP32,DHT11,temperature-humidity,temperature,28
726,2025-08-24T13:34:49.047,ESP32,DHT11,temperature-humidity,humidity,17
727,2025-08-24T13:34:49.047,ESP32,DHT11,temperature-humidity,temperature,28
728,2025-08-24T13:35:00.212,ESP32,DHT11,temperature-humidity,humidity,17
729,2025-08-24T13:35:00.212,ESP32,DHT11,temperature-humidity,temperature,28
730,2025-08-24T13:35:07.337,ESP32,DHT11,temperature-humidity,temperature,28
731,2025-08-24T13:35:07.337,ESP32,DHT11,temperature-humidity,humidity,17
732,2025-08-24T13:35:33.904,ESP32,DHT11,temperature-humidity,humidity,17
733,2025-08-24T13:35:33.904,ESP32,DHT11,temperature-humidity,temperature,28
734,2025-08-24T13:36:05.002,ESP32,DHT11,temperature-humidity,humidity,17
735,2025-08-24T13:36:05.002,ESP32,DHT11,temperature-humidity,temperature,27
736,2025-08-24T13:36:08.471,ESP32,DHT11,temperature-humidity,humidity,30
737,2025-08-24T13:36:08.471,ESP32,DHT11,temperature-humidity,temperature,26
738,2025-08-24T13:37:06.950,ESP32,DHT11,temperature-humidity,temperature,26
739,2025-08-24T13:37:06.950,ESP32,DHT11,temperature-humidity,humidity,18
740,2025-08-24T13:37:33.983,ESP32,DHT11,temperature-humidity,temperature,26
741,2025-08-24T13:37:33.983,ESP32,DHT11,temperature-humidity,humidity,18
742,2025-08-24T13:37:43.212,ESP32,DHT11,temperature-humidity,temperature,25
743,2025-08-24T13:37:43.212,ESP32,DHT11,temperature-humidity,humidity,31
744,2025-08-24T13:37:46.366,ESP32,DHT11,temperature-humidity,humidity,25
745,2025-08-24T13:37:46.366,ESP32,DHT11,temperature-humidity,temperature,25
746,2025-08-24T13:38:07.504,ESP32,DHT11,temperature-humidity,temperature,26
747,2025-08-24T13:38:07.504,ESP32,DHT11,temperature-humidity,humidity,18
748,2025-08-24T13:39:42.648,ESP32,DHT11,temperature-humidity,humidity,18
749,2025-08-24T13:39:42.648,ESP32,DHT11,temperature-humidity,temperature,25
750,2025-08-24T13:40:13.728,ESP32,DHT11,temperature-humidity,temperature,25
751,2025-08-24T13:40:13.728,ESP32,DHT11,temperature-humidity,humidity,18
752,2025-08-24T13:40:16.257,ESP32,DHT11,temperature-humidity,temperature,26
753,2025-08-24T13:40:16.257,ESP32,DHT11,temperature-humidity,humidity,31
754,2025-08-24T13:40:46.731,ESP32,DHT11,temperature-humidity,humidity,18
755,2025-08-24T13:40:46.731,ESP32,DHT11,temperature-humidity,temperature,25
756,2025-08-24T13:41:20.665,ESP32,DHT11,temperature-humidity,temperature,25
757,2025-08-24T13:41:20.665,ESP32,DHT11,temperature-humidity,humidity,18
758,2025-08-24T13:41:45.756,ESP32,DHT11,temperature-humidity,temperature,25
759,2025-08-24T13:41:45.756,ESP32,DHT11,temperature-humidity,humidity,18
760,2025-08-24T13:42:08.880,ESP32,DHT11,temperature-humidity,temperature,24
761,2025-08-24T13:42:08.880,ESP32,DHT11,temperature-humidity,humidity,19
762,2025-08-24T13:44:55.620,ESP32,DHT11,temperature-humidity,temperature,24
763,2025-08-24T13:44:55.620,ESP32,DHT11,temperature-humidity,humidity,19
764,2025-08-24T13:45:06.067,ESP32,DHT11,temperature-humidity,temperature,24
765,2025-08-24T13:45:06.067,ESP32,DHT11,temperature-humidity,humidity,31
766,2025-08-24T13:45:25.074,ESP32,DHT11,temperature-humidity,humidity,19
767,2025-08-24T13:45:25.074,ESP32,DHT11,temperature-humidity,temperature,24
768,2025-08-24T13:45:31.083,ESP32,DHT11,temperature-humidity,humidity,19
769,2025-08-24T13:45:31.083,ESP32,DHT11,temperature-humidity,temperature,24
770,2025-08-24T13:46:01.587,ESP32,DHT11,temperature-humidity,temperature,24
771,2025-08-24T13:46:01.587,ESP32,DHT11,temperature-humidity,humidity,19
772,2025-08-24T13:46:07.624,ESP32,DHT11,temperature-humidity,humidity,19
773,2025-08-24T13:46:07.624,ESP32,DHT11,temperature-humidity,temperature,24
774,2025-08-24T13:46:24.619,ESP32,DHT11,temperature-humidity,humidity,19
775,2025-08-24T13:46:24.619,ESP32,DHT11,temperature-humidity,temperature,24
776,2025-08-24T13:46:35.065,ESP32,DHT11,temperature-humidity,humidity,19
777,2025-08-24T13:46:35.065,ESP32,DHT11,temperature-humidity,temperature,24
778,2025-08-24T13:46:39.979,ESP32,DHT11,temperature-humidity,humidity,19
779,2025-08-24T13:46:39.979,ESP32,DHT11,temperature-humidity,temperature,24
780,2025-08-24T13:46:56.573,ESP32,DHT11,temperature-humidity,temperature,24
781,2025-08-24T13:46:56.573,ESP32,DHT11,temperature-humidity,humidity,19
782,2025-08-24T13:49:03.809,ESP32,DHT11,temperature-humidity,temperature,24
783,2025-08-24T13:49:03.809,ESP32,DHT11,temperature-humidity,humidity,19
784,2025-08-24T13:49:09.717,ESP32,DHT11,temperature-humidity,temperature,24
785,2025-08-24T13:49:09.717,ESP32,DHT11,temperature-humidity,humidity,19
786,2025-08-24T13:49:14.384,ESP32,DHT11,temperature-humidity,temperature,24
787,2025-08-24T13:49:14.384,ESP32,DHT11,temperature-humidity,humidity,19
788,2025-08-24T13:49:19.332,ESP32,DHT11,temperature-humidity,humidity,33
789,2025-08-24T13:49:19.332,ESP32,DHT11,temperature-humidity,temperature,23
790,2025-08-24T13:51:08.906,ESP32,DHT11,temperature-humidity,humidity,19
791,2025-08-24T13:51:08.906,ESP32,DHT11,temperature-humidity,temperature,23
792,2025-08-24T13:51:14.006,ESP32,DHT11,temperature-humidity,temperature,23
793,2025-08-24T13:51:14.006,ESP32,DHT11,temperature-humidity,humidity,19
794,2025-08-24T13:51:21.330,ESP32,DHT11,temperature-humidity,temperature,23
795,2025-08-24T13:51:21.330,ESP32,DHT11,temperature-humidity,humidity,19
796,2025-08-24T13:51:33.229,ESP32,DHT11,temperature-humidity,temperature,23
797,2025-08-24T13:51:33.229,ESP32,DHT11,temperature-humidity,humidity,19
798,2025-08-24T13:51:37.727,ESP32,DHT11,temperature-humidity,temperature,23
799,2025-08-24T13:51:37.727,ESP32,DHT11,temperature-humidity,humidity,19
800,2025-08-24T13:51:42.226,ESP32,DHT11,temperature-humidity,temperature,22
801,2025-08-24T13:51:42.226,ESP32,DHT11,temperature-humidity,humidity,20
802,2025-08-24T13:51:46.929,ESP32,DHT11,temperature-humidity,humidity,20
803,2025-08-24T13:51:46.929,ESP32,DHT11,temperature-humidity,temperature,22
804,2025-08-24T13:51:54.967,ESP32,DHT11,temperature-humidity,humidity,20
805,2025-08-24T13:51:54.967,ESP32,DHT11,temperature-humidity,temperature,22
806,2025-08-24T13:52:02.666,ESP32,DHT11,temperature-humidity,humidity,20
807,2025-08-24T13:52:02.666,ESP32,DHT11,temperature-humidity,temperature,22
808,2025-08-24T13:52:13.195,ESP32,DHT11,temperature-humidity,temperature,22
809,2025-08-24T13:52:13.195,ESP32,DHT11,temperature-humidity,humidity,20
810,2025-08-24T13:52:44.124,ESP32,DHT11,temperature-humidity,temperature,22
811,2025-08-24T13:52:44.124,ESP32,DHT11,temperature-humidity,humidity,20
812,2025-08-24T13:52:49.242,ESP32,DHT11,temperature-humidity,temperature,22
813,2025-08-24T13:52:49.242,ESP32,DHT11,temperature-humidity,humidity,20
814,2025-08-24T13:52:54.361,ESP32,DHT11,temperature-humidity,humidity,20
815,2025-08-24T13:52:54.361,ESP32,DHT11,temperature-humidity,temperature,22
816,2025-08-24T13:52:59.480,ESP32,DHT11,temperature-humidity,humidity,20
817,2025-08-24T13:52:59.480,ESP32,DHT11,temperature-humidity,temperature,22
818,2025-08-24T13:53:04.513,ESP32,DHT11,temperature-humidity,temperature,22
819,2025-08-24T13:53:04.513,ESP32,DHT11,temperature-humidity,humidity,20
820,2025-08-24T13:53:09.496,ESP32,DHT11,temperature-humidity,humidity,20
821,2025-08-24T13:53:09.496,ESP32,DHT11,temperature-humidity,temperature,22
822,2025-08-24T13:53:14.073,ESP32,DHT11,temperature-humidity,temperature,22
823,2025-08-24T13:53:14.073,ESP32,DHT11,temperature-humidity,humidity,20
824,2025-08-24T13:53:18.543,ESP32,DHT11,temperature-humidity,temperature,22
825,2025-08-24T13:53:18.543,ESP32,DHT11,temperature-humidity,humidity,20
826,2025-08-24T13:53:23.850,ESP32,DHT11,temperature-humidity,temperature,22
827,2025-08-24T13:53:23.850,ESP32,DHT11,temperature-humidity,humidity,31
828,2025-08-24T13:53:28.431,ESP32,DHT11,temperature-humidity,humidity,20
829,2025-08-24T13:53:28.431,ESP32,DHT11,temperature-humidity,temperature,22
830,2025-08-24T13:53:32.888,ESP32,DHT11,temperature-humidity,humidity,20
831,2025-08-24T13:53:32.888,ESP32,DHT11,temperature-humidity,temperature,22
832,2025-08-24T13:53:37.735,ESP32,DHT11,temperature-humidity,humidity,27
833,2025-08-24T13:53:37.735,ESP32,DHT11,temperature-humidity,temperature,22
834,2025-08-24T13:53:42.222,ESP32,DHT11,temperature-humidity,temperature,22
835,2025-08-24T13:53:42.222,ESP32,DHT11,temperature-humidity,humidity,20
836,2025-08-24T13:53:46.739,ESP32,DHT11,temperature-humidity,humidity,20
837,2025-08-24T13:53:46.739,ESP32,DHT11,temperature-humidity,temperature,22
838,2025-08-24T13:53:51.230,ESP32,DHT11,temperature-humidity,temperature,22
839,2025-08-24T13:53:51.230,ESP32,DHT11,temperature-humidity,humidity,34
840,2025-08-24T13:53:55.936,ESP32,DHT11,temperature-humidity,temperature,22
841,2025-08-24T13:53:55.936,ESP32,DHT11,temperature-humidity,humidity,20
842,2025-08-24T13:54:01.125,ESP32,DHT11,temperature-humidity,temperature,22
843,2025-08-24T13:54:01.125,ESP32,DHT11,temperature-humidity,humidity,31
844,2025-08-24T13:54:06.248,ESP32,DHT11,temperature-humidity,humidity,20
845,2025-08-24T13:54:06.248,ESP32,DHT11,temperature-humidity,temperature,22
846,2025-08-24T13:54:10.840,ESP32,DHT11,temperature-humidity,humidity,20
847,2025-08-24T13:54:10.840,ESP32,DHT11,temperature-humidity,temperature,22
848,2025-08-24T13:54:15.802,ESP32,DHT11,temperature-humidity,humidity,20
849,2025-08-24T13:54:15.802,ESP32,DHT11,temperature-humidity,temperature,22
850,2025-08-24T13:54:20.788,ESP32,DHT11,temperature-humidity,humidity,20
851,2025-08-24T13:54:20.788,ESP32,DHT11,temperature-humidity,temperature,22
852,2025-08-24T13:54:25.653,ESP32,DHT11,temperature-humidity,humidity,20
853,2025-08-24T13:54:25.653,ESP32,DHT11,temperature-humidity,temperature,22
854,2025-08-24T13:54:30.166,ESP32,DHT11,temperature-humidity,humidity,20
855,2025-08-24T13:54:30.166,ESP32,DHT11,temperature-humidity,temperature,22
856,2025-08-24T13:54:34.657,ESP32,DHT11,temperature-humidity,temperature,22
857,2025-08-24T13:54:34.657,ESP32,DHT11,temperature-humidity,humidity,25
858,2025-08-24T13:54:39.128,ESP32,DHT11,temperature-humidity,humidity,20
859,2025-08-24T13:54:39.128,ESP32,DHT11,temperature-humidity,temperature,22
860,2025-08-24T13:54:44.136,ESP32,DHT11,temperature-humidity,humidity,20
861,2025-08-24T13:54:44.136,ESP32,DHT11,temperature-humidity,temperature,22
862,2025-08-24T13:54:48.690,ESP32,DHT11,temperature-humidity,humidity,20
863,2025-08-24T13:54:48.690,ESP32,DHT11,temperature-humidity,temperature,22
864,2025-08-24T13:54:53.194,ESP32,DHT11,temperature-humidity,temperature,22
865,2025-08-24T13:54:53.194,ESP32,DHT11,temperature-humidity,humidity,20
866,2025-08-24T13:54:57.705,ESP32,DHT11,temperature-humidity,humidity,32
867,2025-08-24T13:54:57.705,ESP32,DHT11,temperature-humidity,temperature,22
868,2025-08-24T13:55:02.512,ESP32,DHT11,temperature-humidity,temperature,22
869,2025-08-24T13:55:02.512,ESP32,DHT11,temperature-humidity,humidity,27
870,2025-08-24T13:55:07.015,ESP32,DHT11,temperature-humidity,temperature,22
871,2025-08-24T13:55:07.015,ESP32,DHT11,temperature-humidity,humidity,20
872,2025-08-24T13:55:12.042,ESP32,DHT11,temperature-humidity,temperature,22
873,2025-08-24T13:55:12.042,ESP32,DHT11,temperature-humidity,humidity,20
874,2025-08-24T13:55:16.539,ESP32,DHT11,temperature-humidity,humidity,20
875,2025-08-24T13:55:16.539,ESP32,DHT11,temperature-humidity,temperature,22
876,2025-08-24T13:55:22.023,ESP32,DHT11,temperature-humidity,humidity,20
877,2025-08-24T13:55:22.023,ESP32,DHT11,temperature-humidity,temperature,22
878,2025-08-24T13:55:27.144,ESP32,DHT11,temperature-humidity,temperature,22
879,2025-08-24T13:55:27.144,ESP32,DHT11,temperature-humidity,humidity,20
880,2025-08-24T13:55:32.264,ESP32,DHT11,temperature-humidity,humidity,20
881,2025-08-24T13:55:32.264,ESP32,DHT11,temperature-humidity,temperature,22
882,2025-08-24T13:55:37.386,ESP32,DHT11,temperature-humidity,temperature,22
883,2025-08-24T13:55:37.386,ESP32,DHT11,temperature-humidity,humidity,20
884,2025-08-24T13:55:41.943,ESP32,DHT11,temperature-humidity,temperature,22
885,2025-08-24T13:55:41.943,ESP32,DHT11,temperature-humidity,humidity,20
886,2025-08-24T13:55:46.440,ESP32,DHT11,temperature-humidity,temperature,22
887,2025-08-24T13:55:46.440,ESP32,DHT11,temperature-humidity,humidity,20
888,2025-08-24T13:55:50.956,ESP32,DHT11,temperature-humidity,temperature,22
889,2025-08-24T13:55:50.956,ESP32,DHT11,temperature-humidity,humidity,35
890,2025-08-24T13:55:56.021,ESP32,DHT11,temperature-humidity,temperature,22
891,2025-08-24T13:55:56.021,ESP32,DHT11,temperature-humidity,humidity,33
892,2025-08-24T13:56:01.141,ESP32,DHT11,temperature-humidity,temperature,22
893,2025-08-24T13:56:01.141,ESP32,DHT11,temperature-humidity,humidity,20
894,2025-08-24T13:56:06.383,ESP32,DHT11,temperature-humidity,humidity,20
895,2025-08-24T13:56:06.383,ESP32,DHT11,temperature-humidity,temperature,22
896,2025-08-24T13:56:11.530,ESP32,DHT11,temperature-humidity,temperature,22
897,2025-08-24T13:56:11.530,ESP32,DHT11,temperature-humidity,humidity,20
898,2025-08-24T13:56:15.992,ESP32,DHT11,temperature-humidity,humidity,20
899,2025-08-24T13:56:15.992,ESP32,DHT11,temperature-humidity,temperature,22
900,2025-08-24T13:56:21.012,ESP32,DHT11,temperature-humidity,humidity,20
901,2025-08-24T13:56:21.012,ESP32,DHT11,temperature-humidity,temperature,22
902,2025-08-24T13:56:25.566,ESP32,DHT11,temperature-humidity,temperature,22
903,2025-08-24T13:56:25.566,ESP32,DHT11,temperature-humidity,humidity,20
904,2025-08-24T13:56:30.762,ESP32,DHT11,temperature-humidity,humidity,20
905,2025-08-24T13:56:30.762,ESP32,DHT11,temperature-humidity,temperature,22
906,2025-08-24T13:56:36.169,ESP32,DHT11,temperature-humidity,humidity,20
907,2025-08-24T13:56:36.169,ESP32,DHT11,temperature-humidity,temperature,22
908,2025-08-24T13:56:41.413,ESP32,DHT11,temperature-humidity,temperature,22
909,2025-08-24T13:56:41.413,ESP32,DHT11,temperature-humidity,humidity,20
910,2025-08-24T13:56:55.754,ESP32,DHT11,temperature-humidity,humidity,37
911,2025-08-24T13:56:55.754,ESP32,DHT11,temperature-humidity,temperature,22
912,2025-08-24T13:57:00.945,ESP32,DHT11,temperature-humidity,temperature,22
913,2025-08-24T13:57:00.945,ESP32,DHT11,temperature-humidity,humidity,20
914,2025-08-24T13:57:06.064,ESP32,DHT11,temperature-humidity,humidity,20
915,2025-08-24T13:57:06.064,ESP32,DHT11,temperature-humidity,temperature,22
916,2025-08-24T13:57:10.656,ESP32,DHT11,temperature-humidity,temperature,22
917,2025-08-24T13:57:10.656,ESP32,DHT11,temperature-humidity,humidity,20
918,2025-08-24T13:57:15.898,ESP32,DHT11,temperature-humidity,humidity,20
919,2025-08-24T13:57:15.898,ESP32,DHT11,temperature-humidity,temperature,22
920,2025-08-24T13:57:20.923,ESP32,DHT11,temperature-humidity,humidity,20
921,2025-08-24T13:57:20.923,ESP32,DHT11,temperature-humidity,temperature,22
922,2025-08-24T13:57:26.139,ESP32,DHT11,temperature-humidity,humidity,20
923,2025-08-24T13:57:26.139,ESP32,DHT11,temperature-humidity,temperature,22
924,2025-08-24T13:57:31.358,ESP32,DHT11,temperature-humidity,humidity,20
925,2025-08-24T13:57:31.358,ESP32,DHT11,temperature-humidity,temperature,22
926,2025-08-24T13:57:36.581,ESP32,DHT11,temperature-humidity,humidity,20
927,2025-08-24T13:57:36.581,ESP32,DHT11,temperature-humidity,temperature,22
928,2025-08-24T13:57:41.439,ESP32,DHT11,temperature-humidity,temperature,22
929,2025-08-24T13:57:41.439,ESP32,DHT11,temperature-humidity,humidity,20
930,2025-08-24T13:57:46.056,ESP32,DHT11,temperature-humidity,humidity,20
931,2025-08-24T13:57:46.056,ESP32,DHT11,temperature-humidity,temperature,22
932,2025-08-24T13:57:51.170,ESP32,DHT11,temperature-humidity,temperature,22
933,2025-08-24T13:57:51.170,ESP32,DHT11,temperature-humidity,humidity,20
934,2025-08-24T13:57:55.906,ESP32,DHT11,temperature-humidity,temperature,22
935,2025-08-24T13:57:55.906,ESP32,DHT11,temperature-humidity,humidity,20
936,2025-08-24T13:58:00.954,ESP32,DHT11,temperature-humidity,temperature,22
937,2025-08-24T13:58:00.954,ESP32,DHT11,temperature-humidity,humidity,20
938,2025-08-24T13:58:05.818,ESP32,DHT11,temperature-humidity,humidity,20
939,2025-08-24T13:58:05.818,ESP32,DHT11,temperature-humidity,temperature,22
940,2025-08-24T13:58:10.327,ESP32,DHT11,temperature-humidity,humidity,20
941,2025-08-24T13:58:10.327,ESP32,DHT11,temperature-humidity,temperature,22
942,2025-08-24T13:58:27.993,ESP32,DHT11,temperature-humidity,humidity,31
943,2025-08-24T13:58:27.993,ESP32,DHT11,temperature-humidity,temperature,22
944,2025-08-24T13:58:32.846,ESP32,DHT11,temperature-humidity,temperature,22
945,2025-08-24T13:58:32.846,ESP32,DHT11,temperature-humidity,humidity,20
946,2025-08-24T13:58:38.006,ESP32,DHT11,temperature-humidity,humidity,20
947,2025-08-24T13:58:38.006,ESP32,DHT11,temperature-humidity,temperature,22
948,2025-08-24T13:58:43.141,ESP32,DHT11,temperature-humidity,humidity,20
949,2025-08-24T13:58:43.141,ESP32,DHT11,temperature-humidity,temperature,22
950,2025-08-24T13:58:47.738,ESP32,DHT11,temperature-humidity,temperature,22
951,2025-08-24T13:58:47.738,ESP32,DHT11,temperature-humidity,humidity,20
952,2025-08-24T13:58:52.771,ESP32,DHT11,temperature-humidity,humidity,32
953,2025-08-24T13:58:52.771,ESP32,DHT11,temperature-humidity,temperature,22
954,2025-08-24T13:58:57.888,ESP32,DHT11,temperature-humidity,humidity,20
955,2025-08-24T13:58:57.888,ESP32,DHT11,temperature-humidity,temperature,22
956,2025-08-24T13:59:03.007,ESP32,DHT11,temperature-humidity,humidity,20
957,2025-08-24T13:59:03.007,ESP32,DHT11,temperature-humidity,temperature,22
958,2025-08-24T13:59:07.576,ESP32,DHT11,temperature-humidity,humidity,20
959,2025-08-24T13:59:07.576,ESP32,DHT11,temperature-humidity,temperature,22
960,2025-08-24T13:59:12.633,ESP32,DHT11,temperature-humidity,temperature,22
961,2025-08-24T13:59:12.633,ESP32,DHT11,temperature-humidity,humidity,20
962,2025-08-24T13:59:17.753,ESP32,DHT11,temperature-humidity,temperature,22
963,2025-08-24T13:59:17.753,ESP32,DHT11,temperature-humidity,humidity,20
964,2025-08-24T13:59:22.873,ESP32,DHT11,temperature-humidity,temperature,22
965,2025-08-24T13:59:22.873,ESP32,DHT11,temperature-humidity,humidity,20
966,2025-08-24T13:59:27.426,ESP32,DHT11,temperature-humidity,humidity,20
967,2025-08-24T13:59:27.426,ESP32,DHT11,temperature-humidity,temperature,22
968,2025-08-24T13:59:32.499,ESP32,DHT11,temperature-humidity,humidity,20
969,2025-08-24T13:59:32.499,ESP32,DHT11,temperature-humidity,temperature,22
970,2025-08-24T13:59:37.357,ESP32,DHT11,temperature-humidity,humidity,20
971,2025-08-24T13:59:37.357,ESP32,DHT11,temperature-humidity,temperature,22
972,2025-08-24T13:59:41.875,ESP32,DHT11,temperature-humidity,humidity,20
973,2025-08-24T13:59:41.875,ESP32,DHT11,temperature-humidity,temperature,22
974,2025-08-24T13:59:46.372,ESP32,DHT11,temperature-humidity,temperature,22
975,2025-08-24T13:59:46.372,ESP32,DHT11,temperature-humidity,humidity,31
976,2025-08-24T13:59:51.546,ESP32,DHT11,temperature-humidity,temperature,22
977,2025-08-24T13:59:51.546,ESP32,DHT11,temperature-humidity,humidity,20
978,2025-08-24T13:59:56.668,ESP32,DHT11,temperature-humidity,temperature,22
979,2025-08-24T13:59:56.668,ESP32,DHT11,temperature-humidity,humidity,20
980,2025-08-24T14:00:01.785,ESP32,DHT11,temperature-humidity,humidity,20
981,2025-08-24T14:00:01.785,ESP32,DHT11,temperature-humidity,temperature,22
982,2025-08-24T14:00:06.657,ESP32,DHT11,temperature-humidity,humidity,20
983,2025-08-24T14:00:06.657,ESP32,DHT11,temperature-humidity,temperature,22
984,2025-08-24T14:00:11.171,ESP32,DHT11,temperature-humidity,humidity,20
985,2025-08-24T14:00:11.171,ESP32,DHT11,temperature-humidity,temperature,22
986,2025-08-24T14:00:15.662,ESP32,DHT11,temperature-humidity,temperature,22
987,2025-08-24T14:00:15.662,ESP32,DHT11,temperature-humidity,humidity,21
988,2025-08-24T14:00:20.841,ESP32,DHT11,temperature-humidity,temperature,22
989,2025-08-24T14:00:20.841,ESP32,DHT11,temperature-humidity,humidity,20
990,2025-08-24T14:00:25.953,ESP32,DHT11,temperature-humidity,temperature,22
991,2025-08-24T14:00:25.953,ESP32,DHT11,temperature-humidity,humidity,20
992,2025-08-24T14:00:31.072,ESP32,DHT11,temperature-humidity,temperature,22
993,2025-08-24T14:00:31.072,ESP32,DHT11,temperature-humidity,humidity,20
994,2025-08-24T14:00:35.930,ESP32,DHT11,temperature-humidity,temperature,22
995,2025-08-24T14:00:35.930,ESP32,DHT11,temperature-humidity,humidity,20
996,2025-08-24T14:00:40.645,ESP32,DHT11,temperature-humidity,humidity,20
997,2025-08-24T14:00:40.645,ESP32,DHT11,temperature-humidity,temperature,22
998,2025-08-24T14:00:45.818,ESP32,DHT11,temperature-humidity,humidity,20
999,2025-08-24T14:00:45.818,ESP32,DHT11,temperature-humidity,temperature,22
1000,2025-08-24T14:00:50.939,ESP32,DHT11,temperature-humidity,temperature,22
1001,2025-08-24T14:00:50.939,ESP32,DHT11,temperature-humidity,humidity,20
1002,2025-08-24T14:00:55.975,ESP32,DHT11,temperature-humidity,humidity,20
1003,2025-08-24T14:00:55.975,ESP32,DHT11,temperature-humidity,temperature,22
1004,2025-08-24T14:01:01.179,ESP32,DHT11,temperature-humidity,temperature,22
1005,2025-08-24T14:01:01.179,ESP32,DHT11,temperature-humidity,humidity,20
1006,2025-08-24T14:01:06.299,ESP32,DHT11,temperature-humidity,temperature,22
1007,2025-08-24T14:01:06.299,ESP32,DHT11,temperature-humidity,humidity,20
1008,2025-08-24T14:01:11.388,ESP32,DHT11,temperature-humidity,temperature,22
1009,2025-08-24T14:01:11.388,ESP32,DHT11,temperature-humidity,humidity,20
1010,2025-08-24T14:01:16.539,ESP32,DHT11,temperature-humidity,humidity,20
1011,2025-08-24T14:01:16.539,ESP32,DHT11,temperature-humidity,temperature,22
1012,2025-08-24T14:01:21.664,ESP32,DHT11,temperature-humidity,temperature,21
1013,2025-08-24T14:01:21.664,ESP32,DHT11,temperature-humidity,humidity,20
1014,2025-08-24T14:01:26.779,ESP32,DHT11,temperature-humidity,humidity,20
1015,2025-08-24T14:01:26.779,ESP32,DHT11,temperature-humidity,temperature,21
1016,2025-08-24T14:01:31.350,ESP32,DHT11,temperature-humidity,humidity,20
1017,2025-08-24T14:01:31.350,ESP32,DHT11,temperature-humidity,temperature,21
